zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,spectral_bandwidth_mean,rms_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_mean,spectral_contrast_mean,tonnetz_mean,onset_strength_mean,harmonic_rms,percussive_rms,mean_pitch,tempo,chroma_cqt_mean,spectral_flatness_mean,spectral_entropy,crest_factor,attack_time,decay_time,skewness,kurtosis,audio_file
0.009149521433246073,896.3597785343399,1302.9278979875655,2169.728504598362,0.23107915,-258.9051,167.60843,26.62572,49.342327,26.822054,16.264545,4.6285114,9.190874,7.531264,1.7609694,4.1931167,-0.50629985,-0.7885561,0.5898205,14.731454228542763,-0.007770418395927589,0.9364736,0.1573342,0.08168233,68.70284316566236,126.04801829268293,0.70182717,0.00012651237,3.949851717397917e-05,4.327522,0.0,2.2090702947845804,-0.03807227647979691,2.3268484549253756,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState1.wav
0.004183428654517255,756.28749212005,669.6250060585498,2456.6036259402194,0.06021122,-406.96976,104.80351,60.138638,37.642982,19.65063,12.436686,10.728637,12.790219,12.5753975,10.931297,9.659317,7.5330615,5.4014735,0.77259684,13.63711366073642,-0.0032161643406694402,0.6079906,0.048908822,0.014266801,69.02221188460446,123.046875,0.6443482,6.9719856e-05,9.513909695615454e-06,16.6082,0.002380952380952381,1.312312925170068,-0.23452295977859478,31.964300929207447,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState1.wav
0.018197285760309278,1405.9383073409833,3108.5139638369847,2580.8301164264435,0.56138927,-60.415672,182.03734,-8.82554,67.857,3.1079967,14.456581,-10.654389,12.829663,2.065045,-0.59454846,2.160088,-0.61443716,0.12740071,0.43719852,13.981617180202505,0.000711324321664562,0.98129356,0.3751141,0.21495546,84.82870225600013,129.19921875,0.7021556,0.00033538064,2.6342710367645713e-07,1.7812952,0.0,13.502902494331066,-0.06524413333538831,-0.9728234988987285,/content/drive/MyDrive/almIT_Anamoly_Audios/Normal1.wav
0.012422975352112677,1116.6057695739519,2008.5929247359154,2417.722095723462,0.30590287,-222.68712,156.27261,23.73786,53.479115,18.953892,15.734603,0.9188143,10.865689,7.0609593,2.2794309,4.606301,1.2556268,-0.05686422,0.5958396,14.13630727406108,-0.004025284138471487,0.89502764,0.2024406,0.11616667,70.28851803285998,126.04801829268293,0.68113685,0.00044064716,7.391524309769842e-06,3.2690115,2.0431972789115647,4.111859410430839,-0.11826993252302596,0.9501202101791835,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState2.wav
0.005430431739186406,699.7788282955976,686.3348130953914,2200.296852923162,0.11256429,-364.2472,113.1974,52.72023,43.41257,27.194012,16.90448,11.297923,14.076744,12.85369,9.038739,8.340104,6.4871593,4.7173967,0.74404424,13.655231233315133,-0.002309710085803962,0.612306,0.085335635,0.032160625,67.77022935461784,129.19921875,0.6608234,6.0921117e-05,1.1877456594893239e-05,8.883812,0.0027210884353741495,1.249047619047619,-0.2253768129100766,11.270142650412682,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState2.wav
0.017187146173007248,1354.3317526620276,2979.227878736413,2537.6541265797186,0.5828843,-61.562767,183.22517,-7.4644723,68.15084,3.7353883,14.300498,-9.563315,13.379962,3.427445,-0.45692554,3.334516,0.111823715,0.5864114,0.50753444,13.90179498234692,-0.0067684742515729006,0.98690796,0.37943286,0.22587046,78.80252815397827,126.04801829268293,0.71270126,0.0003027724,2.3762871564543054e-07,1.7156063,0.0,12.812585034013605,-0.052800798285771854,-1.0504671423138652,/content/drive/MyDrive/almIT_Anamoly_Audios/Normal2.wav
0.012479126908396946,1118.397481147062,2042.7777239384543,2360.5330317223397,0.28935963,-223.33556,163.46568,22.941935,52.631306,21.38539,15.842807,1.7283821,10.9106655,6.558373,1.4011409,4.6941104,1.0668261,-0.3917108,0.608754,14.379880855447105,0.0009622485539030518,0.9601542,0.18645713,0.111907996,66.30045677356875,129.19921875,0.72355205,0.00043370438,1.55259067878898e-05,3.455907,0.0,3.0374603174603174,-0.09259920497985916,1.3311144390072176,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState3.wav
0.017433919855251348,1351.8352531105236,2951.904472200404,2524.198736232197,0.5791616,-62.074688,184.4285,-7.6542444,67.53261,2.8705642,13.337574,-9.778006,13.772389,2.7329364,-0.8412017,3.191432,-0.0624325,0.18018813,0.45468402,13.961809589149123,-0.005741472729439026,0.9872179,0.385585,0.22183423,80.53071314478174,120.18531976744185,0.6740102,0.00030099158,3.7199867398002543e-07,1.7266339,0.0,12.923038548752835,-0.058690803406586584,-1.0353438074886845,/content/drive/MyDrive/almIT_Anamoly_Audios/Normal3.wav
0.004452556588520614,725.3278850543932,654.9610085514349,2306.605698741102,0.08536482,-379.6051,109.533875,56.44981,39.336643,23.397957,14.802387,11.614805,13.4594345,12.619124,10.163726,9.543865,7.5453467,5.331859,0.7529581,13.644835427557734,-0.0001346118057224626,0.6248694,0.06532021,0.023570336,67.93043231225298,126.04801829268293,0.64274806,6.51235e-05,1.559225597390586e-05,11.714428,0.0008843537414965987,1.0402267573696145,-0.10478055537824234,17.60893925217448,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState3.wav
0.011537333250988142,1001.4778630817801,1719.42201395751,2234.295509939197,0.29072762,-231.3024,166.38365,26.744455,52.37445,20.56055,15.7935915,1.6052352,10.180755,7.33455,2.266023,4.350915,-0.1704866,-1.3439263,0.57419795,14.495409605153963,0.003556023254266312,0.8939559,0.19996299,0.10618387,69.19937896768506,120.18531976744185,0.6809767,0.00050620706,2.180158784908529e-05,3.4396458,1.6091609977324264,2.9270068027210883,-0.057944058307695896,1.3302702714964099,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState4.wav
