zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,spectral_bandwidth_mean,rms_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_mean,spectral_contrast_mean,tonnetz_mean,onset_strength_mean,harmonic_rms,percussive_rms,mean_pitch,tempo,chroma_cqt_mean,spectral_flatness_mean,spectral_entropy,crest_factor,attack_time,decay_time,skewness,kurtosis,audio_file,audio_label
0.025206141,2201.952388,5191.027406,3409.689808,0.29799637,-107.173416,147.59535,-10.874314,53.605225,6.8767357,18.981848,-3.2758162,9.282977,7.8436933,3.0081363,5.5415096,1.6050088,-1.7359731,0.48966488,14.17777687,0.010901473,1.2333266,0.23539297,0.0858199,76.92140554,112.3471467,0.67170036,0.024508402,1.23E-06,3.3557456,0.283628118,11.230839,0.031085471,-0.33893988,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound12.wav,bolt_case
0.026699084,2231.695982,5057.697911,3337.546682,0.32718793,-103.320526,146.78494,-5.9285636,56.45191,5.434132,16.420012,-4.343537,8.731629,6.968698,1.0268222,4.9857826,-0.36727148,-2.6340613,0.36384103,14.30072138,0.01851465,1.3548429,0.26286024,0.09632845,,151.9990809,0.62902945,0.028823242,1.06E-06,3.0563476,0.26952381,10.06263039,0.043732821,-0.495230045,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound13.wav,bolt_case
0.023873163,2110.507731,4790.478917,3230.215801,0.33795834,-106.23234,149.01682,-7.312505,56.9537,4.727648,16.800179,-2.257969,11.581009,5.4299474,2.808805,5.7434535,-0.3063445,-2.4103909,0.4273581,14.30534587,0.006948914,1.358167,0.27632934,0.094757445,,103.359375,0.651348,0.023099424,4.06E-07,2.9589446,0,12.70773243,0.001001532,-0.530283687,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound14.wav,bolt_case
0.027078756,2100.218951,4849.905396,3160.20277,0.2953364,-105.23437,150.37325,-11.995391,59.496964,0.997153,20.016298,-6.7131352,10.718226,3.4410696,3.4239986,3.794555,1.1921954,-1.6877515,0.36057058,14.42343512,0.014884458,1.2578619,0.23065665,0.09018254,82.39666674,109.9567819,0.6385673,0.02434404,3.46E-07,3.3859694,0,11.14038549,0.014451009,-0.393305333,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound15.wav,bolt_case
0.023601302,1979.913379,4560.63007,3068.124225,0.31897342,-109.1873,154.39868,-11.979359,59.363846,5.5140443,19.208952,-5.572109,12.104703,3.3304954,3.7332437,4.085618,0.5364856,0.7860834,0.4011568,14.19963537,0.000880228,1.2469299,0.25336587,0.09263785,,114.84375,0.6092909,0.022317909,6.34E-07,3.1350574,0.260408163,12.69192744,-0.009653666,-0.49621113,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound16.wav,bolt_case
0.027265966,2157.586173,5012.854443,3236.80135,0.3019398,-102.17544,148.00116,-10.256557,58.59034,1.8457896,19.863405,-5.578105,12.005583,2.3528712,4.109204,4.3817306,0.5212868,-1.1827393,0.38419974,14.31438297,0.012541914,1.2980617,0.23442467,0.09292077,,112.3471467,0.63696367,0.024573503,1.34E-06,3.3118176,0.258752834,11.26918367,0.011404056,-0.44229822,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound17.wav,bolt_case
0.026429431,2124.676528,4911.116013,3198.935182,0.30638835,-105.438614,148.07677,-9.898349,58.40853,1.6513681,18.395723,-4.94685,11.446199,2.3314476,3.6850314,4.6653867,0.8320434,-0.70549613,0.39465627,14.23707969,0.021260255,1.298463,0.24176899,0.09211767,74.33002263,103.359375,0.62889516,0.029292537,6.14E-07,3.2638316,0.258503401,9.35478458,0.045752151,-0.491227247,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound18.wav,bolt_case
0.026940628,2126.842933,4942.036783,3201.321852,0.2938673,-106.644485,149.38266,-12.834285,58.534336,4.701801,19.434086,-7.47022,12.832893,2.62595,4.7872057,2.9152973,0.3087633,0.09038027,0.38166267,14.27180255,0.016630697,1.2887322,0.22990753,0.08907877,82.2518795,166.7086694,0.63702154,0.02482569,6.86E-07,3.4028966,0.273038549,11.22637188,0.036686032,-0.380432239,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound19.wav,bolt_case
0.029119724,2278.751714,5287.736251,3342.895754,0.28887212,-100.03368,144.34857,-9.462692,58.346996,0.91586894,20.639107,-7.0817485,10.740363,4.2393403,4.5693645,1.8343031,2.4007275,-0.29716057,0.3752749,14.32684023,0.012260978,1.2887213,0.2216972,0.09151254,82.08040779,109.9567819,0.6441127,0.024886992,9.62E-07,3.4616337,0.25845805,11.41356009,0.029812413,-0.344613566,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound20.wav,bolt_case
0.064714656,3304.774576,6954.666858,3807.182538,0.3425473,-62.435448,122.39291,-6.2297206,49.863007,4.1693764,20.975681,-3.5465949,12.289682,6.980467,0.13162386,1.6649094,-0.87627155,-2.6921542,0.37766063,14.25451585,0.011002755,1.3917983,0.2531566,0.13847499,173.9581728,99.38401442,0.5864919,0.051285524,7.02E-07,2.9193048,0.291315193,12.54809524,-0.033420588,-0.571015218,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound13.wav,solid_case
0.050688059,2959.729257,6320.744284,3607.756859,0.33559644,-85.51115,126.85633,-3.7308433,50.08203,3.7704263,21.11817,-3.0619345,14.880089,6.761714,2.668563,2.5794005,-2.1855192,-2.201207,0.46343294,13.99021135,0.010788729,1.3517063,0.24821916,0.12522273,78.93319888,161.4990234,0.6481217,0.062754504,2.24E-06,2.9797695,0.282517007,5.550861678,-0.052499601,-0.477720977,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound16.wav,solid_case
