zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,spectral_bandwidth_mean,rms_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_mean,spectral_contrast_mean,tonnetz_mean,onset_strength_mean,harmonic_rms,percussive_rms,mean_pitch,tempo,chroma_cqt_mean,spectral_flatness_mean,spectral_entropy,crest_factor,attack_time,decay_time,skewness,kurtosis,audio_file,audio_label
0.004970103,687.3181021,635.3798637,2160.933253,0.12145268,-348.9428,121.07084,53.50152,41.008587,26.940638,16.51083,11.862553,14.19823,13.432795,9.466605,8.890647,6.376383,3.7444456,0.7444727,13.87364099,-0.001235967,0.67466706,0.09091489,0.03495115,69.71765497,129.1992188,0.6571162,5.79E-05,2.06E-05,8.23366,0,1.119818594,-0.093990062,10.45568356,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState8.wav,off_state
0.004912912,656.2089077,608.6325449,2106.05358,0.10614844,-365.80386,126.33196,56.095867,42.80667,24.670204,13.441706,10.885967,12.688549,11.848341,9.529854,8.060984,5.406367,3.8574386,0.7353925,13.90389119,-0.004026471,0.7138527,0.079907954,0.030414438,67.32311984,129.1992188,0.6276311,4.97E-05,2.26E-05,9.42077,0,10.16172336,-0.122018072,12.48723098,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState9.wav,off_state
0.01691526,1371.658245,3030.511149,2557.017058,0.57457435,-62.691223,182.27975,-7.901945,68.3683,3.7390058,14.555349,-9.418725,13.583348,2.9231267,-0.44704068,3.3635705,0.17255247,0.3726761,0.48768046,13.94592105,-0.008223158,0.98461473,0.37892666,0.22059512,76.6148624,126.0480183,0.69336206,0.000318639,3.07E-07,1.7404188,0.00877551,10.21687075,-0.053141946,-1.023433817,/content/drive/MyDrive/almIT_Anamoly_Audios/Normal9.wav,normal_case
0.009890773,932.6718696,1556.72392,2148.383144,0.27404857,-246.88843,168.35173,27.252222,52.016155,22.068165,15.78618,2.4175692,10.914844,7.8658805,1.8219482,3.4876966,-0.23537749,-1.4509336,0.5834719,14.5393044,0.005735482,0.90983105,0.19005069,0.09772069,69.38597776,123.046875,0.6933228,0.000201381,2.20E-05,3.6489882,0,2.761337868,-0.157888441,1.417567729,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState9.wav,on_state
0.011888587,1073.939736,1871.260885,2313.845782,0.28556597,-233.33247,169.67874,23.772165,54.76177,19.743206,15.115451,1.7649883,9.913646,7.2099347,2.8477004,3.2659357,-0.59255195,-2.071239,0.54787785,14.54442623,-0.003655383,0.9647363,0.19853145,0.10370237,76.90203575,123.046875,0.6661708,0.000382259,2.66E-05,3.5018177,1.607278912,2.92478458,-0.082602924,1.260487806,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState10.wav,on_state
0.017446094,1355.792215,2963.675627,2530.371701,0.576734,-61.859524,183.94005,-7.3106656,67.3181,3.0031896,13.43221,-9.603828,13.438123,2.3227093,-1.318221,2.4304147,-0.92917424,-0.66819197,0.41000617,14.01044593,-0.009037754,0.9872455,0.38915718,0.22000772,84.74783347,120.1853198,0.6853427,0.000299258,9.53E-08,1.7339016,0.00031746,12.23095238,-0.053027628,-1.034764322,/content/drive/MyDrive/almIT_Anamoly_Audios/Normal10.wav,normal_case
0.005302961,605.640815,595.8418353,1921.791788,0.14105137,-344.57675,143.52762,51.38551,44.02755,28.06987,15.94961,10.598457,13.008367,11.142914,6.8638535,7.8574953,5.9221115,3.8903368,0.7299187,13.95049947,-0.007609501,0.72827584,0.10351928,0.042830117,67.67627725,123.046875,0.6434066,4.83E-05,2.42E-05,7.089616,0,6.489138322,-0.256756186,6.94769623,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState10.wav,off_state
0.009628531,956.0759128,1680.666504,2127.992657,0.31078658,-221.90634,165.54166,24.061012,53.382164,21.299414,14.891871,1.9197127,10.662269,6.5454984,0.89951617,2.9797468,-0.29404712,0.23747005,0.61504084,14.16363058,-0.001903023,0.9841046,0.20525861,0.11715146,69.42822454,120.1853198,0.6859823,0.001349617,1.41E-05,3.2176423,1.63399093,3.009115646,-0.031528189,0.9831082,/content/drive/MyDrive/almIT_Anamoly_Audios/OnState11.wav,on_state
0.016872105,1346.595203,2934.140945,2530.731958,0.5791408,-61.53006,184.4261,-7.166281,67.67953,2.318769,13.584568,-9.628265,14.127827,2.2369313,-1.0860565,1.832952,0.004687508,0.76612294,0.4842972,13.83141584,-0.002085027,0.9925193,0.3802396,0.22448304,77.82795281,132.5120192,0.7141588,0.000301327,2.53E-07,1.7266959,0.002947846,9.552018141,-0.056587508,-1.042641725,/content/drive/MyDrive/almIT_Anamoly_Audios/Normal11.wav,normal_case
0.006260722,706.7642271,746.8890544,2120.00624,0.16312858,-327.96332,134.11287,48.18781,44.860886,24.748861,16.713625,12.271722,14.057774,12.569678,7.6585016,6.87338,5.713262,4.517435,0.6956832,13.92202412,-0.001041842,0.7451664,0.119075246,0.050241113,68.20061382,112.3471467,0.6530848,8.08E-05,1.31E-05,6.1301336,0,7.814580499,-0.153504494,5.790168282,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState.wav,off_state
0.006260722,706.7642271,746.8890544,2120.00624,0.16312858,-327.96332,134.11287,48.18781,44.860886,24.748861,16.713625,12.271722,14.057774,12.569678,7.6585016,6.87338,5.713262,4.517435,0.6956832,13.92202412,-0.001041842,0.7451664,0.119075246,0.050241113,68.20061382,112.3471467,0.6530848,8.08E-05,1.31E-05,6.1301336,0,7.814580499,-0.153504494,5.790168282,/content/drive/MyDrive/almIT_Anamoly_Audios/OffState11.wav,off_state
0.14817954,6233.113181,12080.82003,5388.038178,0.58517045,71.59382,49.210045,13.054967,64.15845,7.10303,16.669968,-5.0690875,11.631573,6.5065875,-0.13681994,-5.2901926,2.4567547,5.4753184,0.5859915,14.7913834,0.008063822,0.87408614,0.40836883,0.21273682,2048.293755,123.046875,0.6906707,0.057978876,2.33E-06,1.7089038,0,10.44977324,-0.015956011,-1.085927824,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper1.wav,paper_case
0.082199507,4272.116199,8380.332646,4062.793382,0.4854565,-54.917976,57.988068,13.769361,50.656143,1.302897,14.022014,1.5279226,7.580495,2.3804867,-1.1960272,-0.8785571,0.08260893,3.6330216,0.430318,11.62268985,0.005015047,0.87310994,0.31088907,0.19880973,73.123756,120.1853198,0.6764629,0.23743999,6.46E-07,2.0599167,3.034920635,15.12222222,-0.034977538,-0.678228106,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper2.wav,paper_case
0.099718836,4603.335985,9282.041016,4546.882612,0.5438524,17.130999,83.501755,9.790233,51.86875,-3.9120452,18.810886,4.564022,8.278491,-1.0654664,0.879125,-1.7308223,1.7454269,3.427803,0.49721313,13.53381023,0.011382804,0.89877856,0.35519087,0.21565683,81.97984769,123.046875,0.70490575,0.09251522,1.70E-06,1.8387343,0.592086168,10.51274376,-0.053766744,-0.920701954,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper3.wav,paper_case
0.101157134,4844.683848,10229.9982,4900.981706,0.5320849,24.721514,71.391365,9.522142,53.375046,5.354495,18.299486,1.7718285,9.587282,-0.62685937,3.1687999,-1.5834917,0.27476737,4.5697927,0.5179758,13.75216264,0.008792521,0.9037929,0.35604137,0.20521334,78.22833414,123.046875,0.69542944,0.087293796,1.01E-06,1.8793994,0.593015873,12.29907029,-0.051280167,-0.857551672,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper4.wav,paper_case
0.024304014,2142.398212,5382.852173,3411.628513,0.4346316,-94.67726,124.58851,8.350485,49.09944,7.2703505,15.752855,-7.3583126,11.062689,1.0884019,-4.631281,7.5977097,0.7192235,0.5134135,0.45356485,12.67343992,0.006365441,0.9239667,0.2973037,0.15933913,78.01774837,120.1853198,0.7032457,0.12075811,4.05E-07,2.3007991,1.463424036,12.25755102,0.002792215,-0.398180112,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper5.wav,paper_case
0.072280322,4917.93992,10175.41071,4865.94192,0.47401714,-40.78949,58.420094,31.523859,50.487576,3.5326142,20.192482,-6.2232966,8.697424,2.0187256,0.65824026,1.2861884,-0.94763225,2.7635968,0.41912118,12.34546885,0.011402283,0.8570276,0.3209211,0.17852637,81.34484911,123.046875,0.6656227,0.1656531,4.12E-07,2.1096284,1.464013605,10.40954649,-0.052815347,-0.596124739,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper6.wav,paper_case
0.127826535,5348.651757,10567.52962,4647.610947,0.5740387,21.724506,57.04361,5.166388,50.192116,6.493151,13.218096,-2.1344073,9.539504,1.2853935,0.86303633,-3.5465324,3.3699944,2.4318283,0.48201612,12.95990134,0.009862377,0.88725305,0.37423214,0.2379836,78.25972768,126.0480183,0.6929259,0.1700212,1.38E-06,1.7420429,1.462857143,15.87702948,-0.028852199,-1.085497788,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper7.wav,paper_case
0.114612095,4909.606002,9923.580167,4639.198546,0.54731774,25.467415,67.24244,-2.6536667,36.039463,7.76326,21.658648,-7.782398,4.070544,4.5013375,2.3781996,0.2997409,4.041678,4.353993,0.44361478,13.19291117,0.009519308,0.8310479,0.37242982,0.2127929,80.57606277,132.5120192,0.6900424,0.16140118,8.38E-07,1.8270923,1.487346939,14.24251701,-0.006658805,-0.955432121,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper8.wav,paper_case
0.13652978,5302.053672,9998.858577,4477.526289,0.5790811,21.401474,50.976063,-5.8139195,45.46875,4.736721,13.742564,0.9062415,8.184381,11.081222,-0.4709865,-3.1034122,-0.20294212,-5.634485,0.40291652,13.63353355,0.003330208,0.8632299,0.42635584,0.2049905,2061.346612,126.0480183,0.644736,0.17723691,5.50E-07,1.7268738,1.387120181,13.0270068,-0.039565109,-1.09144934,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper9.wav,paper_case
0.045540547,3320.099467,7844.881664,4315.887078,0.55691224,-9.854112,115.03003,17.729916,65.36308,2.5599847,11.968546,-4.8567543,12.11169,3.5633786,-2.9557307,0.610373,2.7493072,-5.6447506,0.40883002,13.96198993,0.017669135,1.006744,0.38594052,0.20857744,81.31427922,117.4538352,0.65086186,0.017507028,8.48E-08,1.7956151,0.090453515,12.42437642,-0.069471786,-0.964940869,/content/drive/MyDrive/almIT_Anamoly_Audios/Paper10.wav,paper_case
0.066649798,3412.789043,7181.71523,3871.208162,0.29503393,-54.192905,126.989,-15.095893,48.0083,3.3956144,20.011965,-3.700565,16.210535,5.829944,0.25398958,0.06500739,-1.5497075,-3.3712118,0.3761163,14.31039841,0.022430224,1.3782598,0.20778838,0.12819181,83.42917318,156.6051136,0.6010115,0.035768673,8.09E-07,3.3894405,0.004761905,9.539773243,0.074110081,-0.326304602,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound6.wav,solid_case
0.065834531,3264.722531,6848.603683,3756.743398,0.30190846,-58.87594,129.7111,-13.515662,50.988636,3.9409778,19.047804,-4.939771,13.430821,6.861692,0.80059934,1.9311267,-0.9513965,-1.9780911,0.41694453,14.35905342,0.016305042,1.350615,0.20784424,0.1333973,80.68459457,120.1853198,0.65604323,0.0335954,9.07E-07,3.3122623,0.503900227,11.37079365,0.054479481,-0.283965974,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound7.wav,solid_case
0.074867587,3493.463104,7248.919467,3847.672495,0.28796634,-63.60239,117.95807,-11.043012,46.83942,4.103788,16.985498,-4.538301,13.941322,7.4411716,0.5070798,1.0063112,-0.38348773,-3.2023222,0.40425113,14.08555771,0.018952951,1.3950466,0.19707762,0.13236374,,114.84375,0.6382949,0.06470501,4.04E-07,3.472628,0.427142857,9.25723356,0.056831782,-0.200321446,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound8.wav,solid_case
0.052895769,2985.553056,6393.169596,3629.981535,0.27761742,-77.46404,132.11723,-13.073791,51.01481,1.5239516,17.543678,-5.8471746,15.287063,5.282254,0.9088287,1.9844749,-1.5969903,-3.399469,0.36395153,14.1509422,0.021496576,1.3827512,0.19916481,0.11249506,82.51447376,126.0480183,0.62295437,0.0439615,7.17E-07,3.6020794,0.407823129,10.97609977,0.025861094,-0.219148278,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound9.wav,solid_case
0.055633518,3053.721355,6500.295938,3661.130106,0.32710087,-69.15409,130.15617,-9.376511,51.312763,3.2229095,17.976784,-5.2371607,13.311713,6.2990146,0.6804108,2.4591086,-1.9997238,-2.7568135,0.36232656,14.293381,0.024115466,1.3526485,0.24478336,0.12590392,82.50291478,172.265625,0.61450994,0.044055667,4.88E-07,3.0571609,0,13.36079365,0.022431627,-0.496773242,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound10.wav,solid_case
0.069804322,3396.892321,7112.051781,3835.269793,0.3083,-62.10531,120.87431,-9.499929,48.16286,4.0838947,18.086143,-4.861701,13.556753,6.2279253,0.29242796,1.0112872,-1.4672682,-2.7251234,0.3682151,14.14541043,0.023039895,1.4329385,0.21345863,0.13844158,82.47938648,105.46875,0.60394007,0.059910655,7.63E-07,3.243594,0.300929705,10.48659864,0.039528808,-0.321839839,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound11.wav,solid_case
0.058383671,3268.994066,6978.134058,3942.174506,0.33652782,-64.77457,122.11522,-3.1675422,48.72057,7.312999,19.722692,-3.770677,8.317489,8.6404505,1.7868732,4.74201,-2.6675577,-4.153845,0.3882618,14.38599855,0.005689401,1.3161209,0.2571281,0.12263973,,147.65625,0.58259964,0.03851759,3.46E-07,2.9715226,0.28260771,14.8799093,0.014004727,-0.566123197,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound12.wav,solid_case
0.043576008,2721.451411,5910.045744,3507.152987,0.2986403,-80.740265,137.10861,-12.358075,53.68642,3.6021042,18.93731,-6.050371,13.192759,4.667873,1.1862239,2.4803252,-1.6004579,-3.3811982,0.33183664,14.30431187,0.01912194,1.2891877,0.22578755,0.107246205,,161.4990234,0.6131105,0.03430418,4.09E-07,3.3485098,0.313401361,11.90834467,0.01195423,-0.412278683,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound14.wav,solid_case
0.054514239,3100.995371,6606.995532,3703.536025,0.29112062,-72.86634,129.61919,-9.986908,50.983475,2.2116215,20.410156,-6.204613,13.249594,4.7212553,0.7164708,2.3630943,-1.7246916,-2.8812215,0.34008148,14.26783111,0.018703296,1.3104167,0.2138708,0.113825075,82.40140038,107.6660156,0.59366953,0.04043396,3.81E-07,3.4350023,0.395034014,12.14360544,0.001225142,-0.343905838,/content/drive/MyDrive/almIT_Anamoly_Audios/solidsound15.wav,solid_case
0.023427933,2015.967907,4631.950622,3167.764221,0.32308996,-106.17756,153.33226,-11.245811,57.91386,5.5448637,16.626371,-3.5625443,11.773868,6.892823,1.4734991,5.0581717,-0.15506293,-1.8728194,0.41901267,14.36985753,0.009663027,1.221642,0.25948158,0.09215896,82.89160256,112.3471467,0.62084544,0.019206857,8.23E-07,3.0951133,0.36446712,14.75136054,0.046251477,-0.539847478,/content/drive/MyDrive/almIT_Anamoly_Audios/boltsound11.wav,bolt_case
